id_names,id_title
1387,1468
1387,1599
1387,1625
1387,1689
1387,2480
1387,2537
1387,2690
1387,2820
1387,2968
1387,3206
1387,3509
1387,3654
1387,4129
1387,4289
1388,387
1388,472
1388,1143
1388,1380
1388,1437
1388,2316
1388,2489
1388,3561
1388,4565
1389,387
1389,472
1389,1143
1389,1380
1389,1437
1389,2316
1389,2489
1389,3561
1389,4565
1390,387
1390,472
1390,1143
1390,1380
1390,1437
1390,2316
1390,2489
1390,3561
1390,4565
1391,387
1391,472
1391,1143
1391,1380
1391,1437
1391,2316
1391,2489
1391,3561
1391,4565
1392,387
1392,472
1392,1143
1392,1380
1392,1437
1392,2316
1392,2489
1392,3561
1392,4565
1393,387
1393,472
1393,1143
1393,1380
1393,1437
1393,2316
1393,2489
1393,3561
1393,4565
1394,1633
1394,2956
1395,1423
1396,2123
1396,2449
1396,4358
1397,2204
1398,4884
1399,183
1400,3620
1400,4303
1401,2895
1402,301
1402,2444
1403,4625
1404,4215
1405,2947
1406,1181
1406,3863
1407,2052
1408,435
1408,3238
1408,4345
1409,1258
1409,2159
1410,114
1410,128
1410,131
1410,137
1410,154
1410,194
1410,421
1410,447
1410,491
1410,513
1410,614
1410,662
1410,874
1410,901
1410,1126
1410,1204
1410,1249
1410,1393
1410,1580
1410,1612
1410,1994
1410,2097
1410,2159
1410,2376
1410,2667
1410,2726
1410,2800
1410,3091
1410,3397
1410,3714
1411,3998
1412,4147
1413,313
1413,1081
1413,2464
1413,3195
1414,313
1414,1081
1414,2464
1414,3195
1415,4591
1416,440
1416,4391
1417,1373
1418,1167
1418,3067
1418,3131
1419,1781
1419,3626
1420,3085
1421,4506
1422,2854
1423,3269
1424,1626
1424,1994
1425,3504
1425,3511
1425,3663
1425,3686
1425,4206
1425,4480
1426,1330
1427,4586
1428,189
1428,3011
1428,4753
1429,2607
1430,269
1431,2759
1432,3944
1433,626
1434,252
1434,1499
1434,1866
1434,2707
1434,3663
1434,4090
1435,252
1435,1499
1435,1866
1435,2707
1435,3663
1435,4090
1436,1808
1437,4285
1438,4738
1439,1936
1439,2272
1439,2438
1439,3120
1439,4654
1439,4655
1440,721
1441,4646
1442,524
1442,698
1442,3147
1442,4068
1443,4083
1444,4167
1445,804
1445,2274
1446,4941
1447,2109
1448,4973
1449,3086
1450,1331
1451,4670
1452,301
1452,669
1452,2514
1452,4036
1452,4190
1453,130
1453,976
1453,985
1453,1006
1453,3672
1454,4376
1455,3905
1456,1819
1457,3886
1458,137
1458,1238
1458,1800
1459,4689
1460,4968
1461,4242
1462,3865
1463,2190
1464,4016
1465,4444
1466,4321
1467,2947
1468,3906
1468,4357
1469,3517
1470,2933
1471,4540
1472,4134
1473,4794
1474,3918
1475,836
1475,1016
1475,2282
1475,2308
1475,3510
1475,4210
1476,836
1476,1016
1476,2282
1476,2308
1476,3510
1476,4210
1477,5020
1478,1319
1479,1444
1479,2317
1479,4026
1480,637
1480,3224
1481,3666
1482,4083
1483,226
1483,297
1483,4194
1484,1710
1485,99
1485,205
1486,1334
1486,2547
1486,4682
1487,2745
1488,1628
1489,193
1490,1153
1490,1793
1491,1674
1491,2828
1491,4854
1491,4954
1492,4288
1493,1480
1493,1644
1493,2466
1494,3119
1495,509
1495,608
1495,1164
1495,1342
1495,3898
1496,509
1496,608
1496,1164
1496,1342
1496,3898
1497,1881
1498,2515
1498,4222
1499,3677
1500,130
1500,368
1500,546
1500,2614
1500,3250
1500,3968
1501,130
1501,368
1501,546
1501,2614
1501,3250
1501,3968
1502,4610
1503,3463
1504,2763
1505,4469
1506,552
1507,40
1507,1429
1507,1956
1508,4922
1509,72
1509,554
1509,627
1509,1329
1509,2009
1509,2959
1510,72
1510,554
1510,627
1510,1329
1510,2009
1510,2959
1511,459
1511,1853
1511,1891
1511,1898
1511,1951
1512,3932
1513,4448
1514,2161
1514,3031
1514,3700
1515,4182
1516,2775
1517,3986
1518,1385
1519,3502
1519,3645
1519,3697
1519,4414
1519,4618
1520,4555
1521,4860
1522,5022
1523,3984
1524,690
1525,4275
1526,1816
1527,2420
1527,2454
1527,4774
1527,4851
1528,834
1528,1886
1528,2072
1528,2151
1528,2593
1528,2926
1528,3395
1528,4460
1528,5000
1529,4710
1530,4482
1531,4992
1532,537
1532,2198
1533,2187
1533,2973
1534,2760
1535,491
1536,1490
1536,3218
1536,4020
1537,247
1538,4219
1539,4837
1540,3994
1541,1441
1541,1570
1541,2121
1541,2172
1541,3443
1541,4418
1542,1245
1543,4994
1544,1200
1545,1958
1545,4931
1546,2811
1547,3662
1548,1790
1548,3460
1548,4342
1549,370
1549,1105
1549,1776
1549,3340
1549,4474
1550,2831
1550,3917
1551,3542
1552,1782
1552,2667
1552,2875
1553,2123
1553,4680
1554,553
1554,3670
1555,615
1556,4261
1557,508
1558,790
1558,1743
1558,2166
1558,3389
1559,1883
1559,3144
1559,3731
1560,325
1560,1073
1560,1135
1560,3124
1560,3216
1561,4390
1562,160
1562,540
1562,620
1562,951
1562,2233
1562,2678
1562,2683
1562,3892
1562,3948
1562,4074
1563,993
1563,3429
1564,1111
1565,2508
1566,181
1566,4333
1567,320
1568,423
1568,2300
1569,4488
1570,49
1570,183
1570,605
1570,906
1570,1279
1570,1639
1570,1877
1570,1942
1570,2148
1570,2615
1571,279
1571,1315
1571,3169
1571,3769
1572,4541
1573,3924
1574,1470
1575,321
1575,644
1576,1494
1576,4207
1577,2008
1577,3637
1578,2073
1579,3355
1580,1608
1581,903
1581,3184
1581,3870
1582,3996
1583,3496
1584,340
1584,738
1584,870
1584,963
1584,1248
1585,1645
1586,1385
1587,122
1587,227
1587,401
1587,1308
1587,1397
1587,1415
1587,1432
1587,1667
1587,1682
1587,2403
1587,2965
1587,3729
1587,4052
1587,4213
1588,2266
1589,4912
1590,3775
1591,4813
1592,3942
1592,4178
1593,1357
1593,1869
1593,2546
1593,2662
1593,2856
1593,3182
1593,3333
1593,3516
1594,838
1595,4908
1596,2794
1597,4814
1598,4476
1599,2498
1599,4123
1600,3975
1601,1511
1601,1584
1601,1863
1601,1918
1601,2222
1601,2617
1601,2621
1601,2932
1601,3176
1601,3216
1602,3579
1602,3897
1603,2610
1604,3835
1605,4164
1606,4725
1607,3790
1607,4398
1608,4218
1609,1348
1610,758
1610,1774
1610,2650
1611,758
1611,1774
1611,2650
1612,4739
1613,4936
1614,1465
1614,2559
1615,3644
1616,3288
1616,4055
1616,4733
1617,693
1617,1089
1617,1323
1617,1350
1617,1511
1617,1624
1617,1874
1617,2029
1617,2737
1617,3101
1617,3303
1617,3498
1617,4064
1618,948
1618,1272
1618,1526
1618,2407
1618,3112
1618,3485
1618,3657
1618,4743
1619,2914
1619,3695
1620,298
1620,1603
1621,4801
1622,2938
1623,744
1624,2968
1624,3301
1624,4365
1625,3830
1625,3925
1626,2319
1627,4200
1627,4292
1628,4863
1629,324
1629,4938
1630,80
1630,361
1630,451
1630,467
1630,606
1630,790
1630,955
1630,1010
1630,1208
1630,1296
1630,1364
1630,1390
1630,1544
1630,1569
1630,1579
1630,1658
1630,1763
1630,1806
1630,1940
1630,2049
1630,2217
1630,2271
1630,2450
1630,2548
1630,2604
1630,2640
1630,2756
1630,2844
1630,3093
1630,3140
1630,3487
1630,3498
1630,3590
1630,3889
1631,1356
1631,2848
1631,3600
1632,1720
1633,4158
1634,1895
1634,2559
1634,4151
1635,1923
1636,2247
1637,1069
1638,271
1638,340
1638,341
1638,1746
1639,960
1640,739
1640,1033
1640,1168
1640,1458
1640,1752
1640,2003
1640,3657
1640,3701
1640,4820
1641,884
1641,1350
1642,166
1642,732
1642,1930
1642,2003
1642,2195
1642,2324
1642,3307
1642,3809
1642,4193
1643,1885
1643,3138
1644,898
1645,4450
1646,587
1646,4549
1647,2915
1648,2078
1648,2754
1649,38
1649,679
1649,1724
1649,3639
1650,85
1650,1509
1650,3696
1651,85
1651,1509
1651,3696
1652,1735
1652,2751
1653,3821
1654,2908
1655,1711
1656,3337
1656,4672
1657,3965
1658,4014
1659,777
1660,1394
1660,2643
1660,3100
1660,3285
1660,3934
1660,4075
1660,4280
1661,4897
1662,3651
1663,4727
1664,1348
1665,294
1665,711
1665,839
1665,1020
1665,1611
1665,1809
1665,1897
1665,2048
1665,3959
1666,4177
1666,4760
1667,596
1667,606
1667,1327
1667,1772
1667,2155
1667,2412
1667,2423
1667,2548
1667,4294
1668,1782
1668,2147
1669,3487
1670,4733
1671,3831
1671,5002
1672,4942
1673,222
1673,667
1673,781
1673,1118
1673,1463
1673,1598
1673,1938
1673,2709
1673,3565
1674,1176
1675,415
1675,590
1675,850
1675,1052
1675,1126
1675,1150
1675,1170
1675,2043
1675,2286
1675,2701
1675,2734
1675,2988
1675,3405
1675,3452
1675,3690
1675,4303
1676,3536
1677,503
1678,1890
1678,2423
1679,698
1680,4788
1681,4118
1682,1300
1683,317
1683,358
1683,1756
1683,2689
1684,1290
1685,3777
1686,928
1687,4075
1688,2610
1689,2174
1689,2716
1690,4300
1691,5010
1692,1255
1693,2099
1694,782
1694,1647
1694,3114
1695,529
1695,706
1695,1213
1695,1361
1695,2854
1695,3114
1695,3801
1695,3901
1695,4110
1695,4140
1695,4617
1695,4653
1696,3278
1697,2558
1697,4404
1698,3086
1699,2807
1700,931
1700,1194
1700,2030
1700,4429
1701,3960
1702,1626
1703,1166
1703,2687
1704,4571
1705,492
1705,679
1705,825
1705,3100
1705,3257
1705,3335
1705,3367
1705,3732
1706,4435
1706,4628
1707,1837
1707,2023
1707,4559
1708,2835
1709,8
1709,229
1709,249
1709,339
1709,835
1709,1254
1710,3342
1711,4242
1712,1852
1713,47
1713,102
1713,148
1713,176
1713,202
1713,255
1713,256
1713,383
1713,388
1713,401
1713,412
1713,421
1713,471
1713,589
1713,612
1713,684
1713,793
1713,941
1713,957
1713,1141
1713,1220
1713,1372
1713,1491
1713,1601
1713,1612
1713,1723
1713,2012
1713,2205
1713,2334
1713,2683
1713,2899
1713,3018
1713,3118
1713,4750
1714,1081
1714,2466
1714,3421
1714,4240
1715,4235
1716,2574
1716,4274
1716,4313
1717,96
1717,441
1717,762
1717,815
1717,916
1717,942
1717,952
1717,1186
1717,1390
1717,1398
1717,1822
1717,2121
1717,2138
1717,2290
1717,2640
1717,2662
1717,2715
1717,2744
1717,3614
1717,3699
1718,1739
1719,1050
1719,1081
1719,1654
1719,2129
1719,2694
1720,888
1720,2527
1720,2732
1720,4532
1720,4560
1721,3869
1722,3465
1723,4366
1724,5021
1725,4964
1726,626
1726,771
1727,3952
1728,3610
1729,364
1729,379
1729,1552
1729,2506
1729,3139
1730,624
1730,3757
1731,2891
1732,4080
1733,2399
1734,4373
1735,760
1736,1639
1736,1777
1736,2043
1736,2255
1736,3620
1736,4854
1737,2526
1738,1633
1739,2664
1739,3447
1739,3569
1740,3984
1740,4148
1741,2179
1741,3553
1742,4891
1743,2055
1743,3762
1743,4122
1744,73
1744,326
1744,497
1744,561
1744,806
1744,844
1744,1051
1744,1078
1744,1236
1744,1459
1744,1481
1744,1592
1744,1629
1744,1986
1744,2116
1744,2278
1744,4000
1745,4272
1746,2295
1746,4258
1746,4424
1747,3707
1748,4804
1749,2328
1750,4713
1751,4521
1752,544
1753,2231
1753,2849
1753,3003
1754,4140
1755,500
1756,834
1756,4233
1757,114
1757,877
1757,1460
1757,2455
1757,3297
1757,3375
1757,4283
1758,1989
1759,120
1759,1061
1759,1240
1759,1685
1759,2509
1759,2758
1759,2773
1759,3421
1759,4429
1760,2984
1761,4642
1762,1051
1762,1119
1762,3373
1762,3590
1762,3601
1763,4761
1764,575
1764,685
1764,2628
1764,2681
1764,2800
1765,5043
1766,4963
1767,2059
1767,4546
1768,2576
1768,2843
1769,4434
1770,1581
1771,3719
1771,5009
1772,434
1772,751
1773,4408
1774,830
1774,1661
1774,3576
1775,1452
1775,2693
1775,4091
1775,4696
1776,4592
1777,2195
1778,4111
1778,4178
1779,1528
1780,561
1780,896
1780,1289
1780,1812
1780,1917
1780,2510
1780,3057
1781,561
1781,896
1781,1289
1781,1812
1781,1917
1781,2510
1781,3057
1782,1313
1782,1314
1782,2169
1782,2365
1782,3442
1782,3927
1783,598
1784,2841
1784,4445
1784,4965
1785,4452
1786,2735
1787,2474
1788,860
1789,4882
1790,2936
1790,4770
1791,3073
1792,1008
1792,5020
1793,702
1793,2171
1793,2557
1793,3141
1793,3359
1794,702
1794,2171
1794,2557
1794,3141
1794,3359
1795,4512
1796,4888
1797,4254
1798,1064
1798,3692
1799,1064
1799,3692
1800,2840
1801,3966
1802,4140
1803,1481
1803,2744
1803,3843
1804,614
1804,1023
1804,2451
1804,3339
1805,1331
1806,995
1807,1092
1807,4692
1808,884
1809,1188
1810,211
1810,527
1810,1163
1810,2509
1810,4033
1811,2107
1811,2597
1811,2865
1811,2960
1811,3411
1811,3449
1811,3458
1811,3538
1811,3711
1811,4069
1811,4370
1811,4530
1812,1266
1813,4917
1814,1365
1815,1408
1816,49
1816,161
1816,275
1816,493
1816,558
1816,643
1816,1188
1816,1209
1816,1577
1816,1638
1816,2245
1816,2456
1816,2677
1816,2700
1816,3217
1816,3772
1816,4291
1816,4412
1816,4763
1817,49
1817,161
1817,275
1817,493
1817,558
1817,643
1817,1188
1817,1209
1817,1577
1817,1638
1817,2245
1817,2456
1817,2677
1817,2700
1817,3217
1817,3772
1817,4291
1817,4412
1817,4763
1818,49
1818,161
1818,275
1818,493
1818,558
1818,643
1818,1188
1818,1209
1818,1577
1818,1638
1818,2245
1818,2456
1818,2677
1818,2700
1818,3217
1818,3772
1818,4291
1818,4412
1818,4763
1819,49
1819,161
1819,275
1819,493
1819,558
1819,643
1819,1188
1819,1209
1819,1577
1819,1638
1819,2245
1819,2456
1819,2677
1819,2700
1819,3217
1819,3772
1819,4291
1819,4412
1819,4763
1820,49
1820,161
1820,275
1820,493
1820,558
1820,643
1820,1188
1820,1209
1820,1577
1820,1638
1820,2245
1820,2456
1820,2677
1820,2700
1820,3217
1820,3772
1820,4291
1820,4412
1820,4763
1821,49
1821,161
1821,275
1821,493
1821,558
1821,643
1821,1188
1821,1209
1821,1577
1821,1638
1821,2245
1821,2456
1821,2677
1821,2700
1821,3217
1821,3772
1821,4291
1821,4412
1821,4763
1822,4439
1823,4981
1824,392
1824,631
1824,654
1824,1014
1824,1211
1824,1217
1824,1526
1824,1768
1824,1871
1824,1887
1824,1890
1824,2916
1824,3032
1824,3514
1824,4202
1824,4460
1825,4286
1826,2442
1826,2752
1827,111
1827,1456
1827,1598
1827,1817
1827,3111
1827,4255
1828,493
1829,4765
1830,152
1830,270
1830,300
1830,333
1830,348
1830,366
1830,443
1830,447
1830,492
1830,547
1830,552
1830,556
1830,563
1830,592
1830,610
1830,619
1830,668
1830,687
1830,692
1830,734
1830,754
1830,786
1830,861
1830,1002
1830,1116
1830,1182
1830,1376
1830,1616
1830,1692
1830,1755
1830,1813
1830,2025
1830,2321
1830,2484
1830,2548
1830,2930
1830,3007
1830,3356
1830,4467
1830,4494
1831,4635
1832,2830
1833,2542
1833,2833
1834,164
1834,197
1835,1887
1835,2845
1835,4473
1836,3634
1837,30
1837,45
1837,580
1837,596
1837,1876
1837,2762
1837,3130
1837,3369
1837,4914
1838,552
1838,1006
1838,3946
1839,3842
1840,3047
1840,3612
1841,2374
1842,4458
1842,4531
1843,2461
1843,3577
1844,4062
1845,3263
1845,3709
1846,4458
1847,322
1847,1263
1847,1715
1847,2020
1847,2886
1848,4338
1849,1245
1849,2041
1849,2171
1849,3159
1849,3705
1850,4290
1851,3150
1852,3006
1853,4176
1854,3274
1855,4264
1856,5027
1857,1180
1857,2546
1858,1
1858,307
1858,456
1858,802
1858,2113
1858,2190
1858,2961
1859,4378
1860,2367
1861,5038
1862,689
1863,2326
1864,2303
1865,4049
1865,4304
1865,4357
1866,4091
1866,4557
1867,1284
1867,3805
1868,109
1868,755
1868,1191
1868,1467
1868,1556
1868,1822
1868,2152
1868,2298
1868,2348
1868,3258
1868,3717
1869,4513
1870,2686
1871,462
1871,1455
1872,1684
1872,1705
1872,2316
1872,2850
1872,3439
1873,3732
1874,430
1874,3393
1875,4439
1876,325
1876,2711
1876,2998
1876,3693
1876,4287
1876,4883
1877,4455
1878,804
1878,1708
1878,3834
1879,2808
1880,1077
1880,1625
1880,2089
1881,146
1881,304
1881,1881
1881,2958
1881,3880
1882,146
1882,304
1882,1881
1882,2958
1882,3880
1883,146
1883,304
1883,1881
1883,2958
1883,3880
1884,146
1884,304
1884,1881
1884,2958
1884,3880
1885,2907
1886,3638
1886,4583
1887,1597
1888,1482
1889,1845
1890,2407
1890,3485
1890,3763
1890,4531
1891,2392
1891,3521
1892,1276
1893,3179
1894,3152
1895,2527
1896,5036
1897,4243
1898,866
1898,1784
1898,2098
1898,3299
1899,3306
1899,4204
1900,4245
1900,4850
1901,1462
1901,2145
1902,457
1902,749
1902,1200
1902,1655
1902,2183
1902,2193
1902,2269
1902,2789
1902,3161
1903,3269
1904,1199
1905,994
1906,724
1907,4819
1908,4765
1909,1295
1909,2652
1909,2655
1909,3394
