id_title,imdb_score,num_critic_for_reviews,num_user_for_reviews,num_voted_users
427,"4,3",94,171,39391
428,"4,9",138,521,71424
429,"7,1",432,588,203458
430,"6,4",173,685,246492
431,"6,9",127,211,29932
432,"4,3",91,63,10233
433,"6,1",238,488,243053
434,"7,0",345,342,208422
435,"7,7",377,589,301279
436,"5,9",170,289,100001
437,"6,7",191,604,296904
438,"6,5",424,741,270226
439,"7,1",154,378,300542
440,"7,3",673,1959,701607
441,"6,5",383,402,375879
442,"7,0",153,610,215255
443,"6,8",166,250,127345
444,"7,2",180,367,117212
445,"6,4",120,102,27838
446,"6,1",125,493,135601
447,"6,7",234,205,125036
448,"6,4",134,316,130070
449,"4,4",91,56,22838
450,"5,4",139,255,107817
451,"6,5",265,380,168172
452,"6,7",145,402,91092
453,"8,1",490,964,786092
454,"5,6",141,124,48500
455,"6,3",163,269,103022
456,"7,3",155,535,283967
457,"6,1",144,116,72326
458,"7,7",226,1009,200359
459,"6,4",204,203,172878
460,"8,8",95,394,213483
461,"6,8",139,339,225282
462,"6,6",215,318,150764
463,"7,2",198,674,118483
464,"6,9",325,560,227072
465,"5,2",53,64,63625
466,"4,9",167,805,58184
467,"6,3",46,123,112167
468,"5,6",147,424,65499
469,"5,5",276,698,139423
470,"6,7",80,162,76099
471,"7,6",406,701,303185
472,"5,7",97,164,60910
473,"4,6",143,100,16385
474,"7,0",106,216,44143
475,"5,2",178,127,44662
476,"5,1",102,370,58402
477,"6,6",209,363,86422
478,"7,0",19,40,666
479,"6,7",152,97,56501
480,"7,6",31,71,11427
481,"7,3",129,186,27543
482,"5,9",124,615,103787
483,"5,6",35,88,22955
484,"6,5",166,543,155532
485,"5,9",137,244,71574
486,"7,0",121,619,83560
487,"5,3",87,237,80639
488,"5,9",233,492,98472
489,"6,3",132,405,172217
490,"6,4",63,3,979
491,"6,9",95,182,55913
492,"6,3",258,252,151424
493,"7,3",162,315,45231
494,"5,8",61,101,53132
495,"5,2",113,66,8913
496,"2,4",174,1308,65464
497,"5,7",101,160,24183
498,"5,8",205,232,37446
499,"5,6",123,457,53057
500,"6,0",79,376,56403
501,"5,8",61,216,24868
502,"6,0",202,117,58752
503,"5,7",145,348,47612
504,"6,0",101,64,25843
505,"7,8",113,42,7630
506,"4,2",113,301,16474
507,"5,6",272,308,84508
508,"4,4",3,1,230
509,"8,2",205,1171,610568
510,"8,5",186,656,644348
511,"5,8",178,133,67296
512,"6,5",169,85,64387
513,"7,2",210,764,204063
514,"6,7",140,345,67856
515,"3,4",156,264,60370
516,"5,9",150,370,191912
517,"7,8",119,64,28276
518,"5,9",232,273,65037
519,"4,1",49,197,16611
520,"6,8",165,155,24407
521,"5,8",202,786,141533
522,"7,5",306,284,286877
523,"6,9",185,856,430055
524,"6,5",177,552,278362
525,"6,9",181,385,266636
526,"7,9",372,1206,361767
527,"7,4",290,1401,452928
528,"6,7",316,713,299852
529,"7,4",122,415,259492
530,"6,9",164,253,194249
531,"6,8",147,456,266103
532,"6,7",219,401,98693
533,"5,1",167,308,28635
534,"4,1",70,231,36491
535,"7,3",384,629,447979
536,"6,0",179,311,181443
537,"7,3",151,596,303864
538,"7,5",12,94,36919
539,"5,4",107,57,16271
540,"5,9",134,379,49536
541,"7,1",269,289,88451
542,"6,0",143,288,132415
543,"6,5",241,503,55901
544,"8,3",12,67,29450
545,"5,7",161,323,59435
546,"7,6",298,824,176936
547,"6,6",89,394,93494
548,"5,4",140,120,72867
549,"7,3",362,360,175960
550,"6,5",124,342,65668
551,"6,6",190,229,71137
552,"6,6",132,261,57038
553,"5,9",53,180,55350
554,"6,7",91,217,31080
555,"6,1",284,405,138190
556,"6,6",152,288,93790
557,"6,6",131,377,52244
558,"5,3",132,254,31293
559,"6,0",67,373,44248
560,"6,0",130,119,35510
561,"4,7",74,171,14280
562,"6,1",114,222,45815
563,"7,2",294,1344,245152
564,"6,4",308,275,142403
565,"6,1",435,918,197584
566,"5,9",117,241,64121
567,"6,0",108,274,81611
568,"6,3",141,126,27130
569,"5,6",176,138,59352
570,"6,4",230,301,100837
571,"7,1",234,289,101386
572,"6,6",164,437,130776
573,"4,6",91,79,33884
574,"8,4",132,1065,736638
575,"7,1",262,657,143525
576,"7,4",299,763,259083
577,"6,9",128,376,45031
578,"4,5",109,346,34435
579,"7,1",88,124,11798
580,"6,5",261,2003,193770
581,"5,3",73,98,74343
582,"6,7",208,2335,271592
583,"7,2",205,483,314630
584,"7,2",256,584,263853
585,"5,5",103,255,74274
586,"5,8",191,737,142569
587,"6,0",147,133,34359
588,"6,6",79,158,98989
589,"8,3",486,1527,885175
590,"6,7",75,363,182802
591,"6,0",245,269,115687
592,"7,1",142,316,269858
593,"6,0",144,340,119807
594,"7,5",39,110,49049
595,"6,9",153,1248,206776
596,"5,6",284,1040,78635
597,"5,6",247,1283,143628
598,"4,5",107,98,31649
599,"7,1",141,742,103241
600,"6,5",358,698,203154
601,"6,4",160,515,56741
602,"5,8",355,800,154955
603,"8,0",235,816,350698
604,"6,2",59,137,43559
605,"7,2",388,488,116159
606,"6,1",371,403,102248
607,"7,6",82,380,131217
608,"6,3",297,245,84118
609,"6,3",261,423,138582
610,"6,3",120,281,58023
611,"7,7",228,492,212085
612,"7,0",76,119,96385
613,"5,3",185,141,43709
614,"5,6",128,189,39659
615,"5,2",237,814,88146
616,"5,4",105,141,41663
617,"6,4",242,271,117096
618,"5,9",360,356,61995
619,"6,3",112,196,43651
620,"6,5",189,157,105556
621,"3,0",151,289,22264
622,"3,6",92,277,16761
623,"5,8",79,126,26893
624,"6,2",81,123,25572
625,"5,6",51,54,5116
626,"5,4",261,207,38983
627,"6,1",197,618,72868
628,"4,2",159,313,31124
629,"6,7",286,279,177653
630,"4,2",156,202,44891
631,"6,4",176,568,86504
632,"4,9",293,498,184637
633,"6,8",141,445,101899
634,"7,7",304,296,385943
635,"5,6",40,62,32224
636,"6,4",280,229,117739
637,"7,2",180,172,52496
638,"6,0",125,435,53970
639,"5,9",237,143,103230
640,"7,9",209,521,133526
641,"6,8",178,113,27481
642,"7,1",238,263,174248
643,"5,9",190,264,80338
644,"5,9",393,348,128629
645,"6,2",138,274,88132
646,"7,4",4,87,15114
647,"7,0",142,297,85720
648,"5,4",90,174,29285
649,"8,6",219,2277,881236
650,"6,5",327,346,136954
651,"6,4",149,395,158864
652,"7,6",193,467,328159
653,"5,5",175,662,75573
654,"7,4",538,720,197412
655,"8,7",313,3646,1217752
656,"7,6",159,296,208817
657,"7,5",196,391,240241
658,"5,5",80,116,34561
659,"7,6",488,845,243834
660,"6,5",153,556,151812
661,"6,9",173,277,212499
662,"6,7",156,318,135404
663,"6,6",307,285,272789
664,"7,2",322,351,103589
665,"6,4",169,326,60165
666,"6,4",74,172,96096
667,"6,0",72,189,77390
668,"6,1",86,139,34473
669,"6,0",242,564,67395
670,"6,4",141,264,61490
671,"6,4",313,310,213863
672,"7,3",280,1500,227071
673,"5,2",176,213,24735
674,"6,6",279,221,149337
675,"6,3",241,238,147641
676,"5,9",185,514,132954
677,"6,4",97,383,41776
678,"6,7",117,157,23940
679,"5,4",239,423,104831
680,"6,4",230,211,166610
681,"6,7",94,285,60508
682,"6,2",134,265,49300
683,"6,1",136,202,67707
684,"8,8",315,2968,1347461
685,"7,1",96,175,46951
686,"8,1",14,28,8739
687,"5,7",60,249,43376
688,"5,0",60,69,8560
689,"5,1",308,194,65709
690,"6,9",127,138,25474
691,"4,8",196,380,71202
692,"6,5",339,239,111102
693,"5,1",96,290,17025
694,"7,1",361,265,134625
695,"7,5",226,482,190490
696,"6,2",194,795,162909
697,"6,3",138,77,25681
698,"8,1",308,895,613473
699,"6,6",40,145,35314
700,"6,9",42,133,69663
701,"6,1",68,86,11584
702,"4,3",78,187,39471
703,"6,6",178,602,65297
704,"6,8",75,214,43027
705,"3,8",150,250,43300
706,"5,9",113,399,38076
707,"7,9",596,1018,272839
708,"6,3",191,246,129995
709,"5,5",156,82,24089
710,"7,7",460,2073,607235
711,"6,3",141,428,211296
712,"7,1",180,320,116681
713,"8,5",186,1377,782610
714,"5,9",177,255,99989
715,"5,8",161,251,63912
716,"8,1",568,1127,569841
717,"7,9",249,849,407601
718,"7,2",137,416,199025
719,"6,3",113,274,42705
720,"8,1",213,877,667983
721,"7,0",120,353,91093
722,"5,5",81,116,49486
723,"6,7",265,172,156898
724,"5,2",105,235,46031
725,"7,0",155,497,285623
726,"6,1",118,269,85673
727,"6,6",131,289,124641
728,"5,5",166,144,83506
729,"5,9",60,97,60476
730,"5,4",77,128,42737
731,"6,4",249,360,138246
732,"5,7",213,302,63493
733,"6,7",121,322,85844
734,"7,1",315,328,238916
735,"6,8",171,452,97047
736,"6,5",96,263,32353
737,"7,6",299,836,293662
738,"5,5",167,432,102129
739,"6,5",125,323,48753
740,"7,0",387,448,226570
741,"5,8",199,643,99043
742,"7,3",136,223,33158
743,"6,6",436,411,180479
744,"4,4",73,181,23476
745,"7,7",310,279,143121
746,"5,0",323,1264,163130
747,"7,7",171,690,266310
748,"4,4",76,83,14888
749,"6,1",173,308,120795
750,"5,4",81,162,68406
751,"6,8",242,597,244566
752,"6,5",110,181,23302
753,"7,0",328,176,72287
754,"6,3",83,227,88225
755,"6,3",196,347,89816
756,"6,1",34,54,11370
757,"6,1",118,106,31209
758,"7,3",8,41,26404
759,"5,3",81,207,61966
760,"5,4",47,126,35918
761,"6,2",313,289,99035
762,"6,6",315,256,75329
763,"5,9",225,323,69484
764,"6,3",223,656,170179
765,"7,2",198,338,256213
766,"6,8",219,122,40883
767,"6,1",92,257,55749
768,"7,8",435,471,246698
769,"5,0",111,156,51252
770,"6,2",138,569,107859
771,"6,7",415,264,173530
772,"4,9",170,203,76770
773,"7,4",306,259,124222
774,"7,1",252,235,113295
775,"6,2",211,184,41727
776,"4,9",49,73,10883
777,"6,1",161,213,42144
778,"6,1",156,72,41259
779,"6,4",172,842,58450
780,"6,3",161,322,76560
781,"6,8",239,150,47954
782,"6,6",258,256,75201
783,"5,7",95,165,19176
784,"5,9",105,138,69319
785,"6,0",198,248,73368
786,"6,1",79,127,54314
787,"6,7",210,143,44099
788,"6,7",125,267,45296
789,"7,9",149,822,207287
790,"5,0",77,74,27517
791,"4,3",77,213,51349
792,"5,7",225,233,97089
793,"6,7",98,91,36144
794,"6,7",172,857,120416
795,"8,1",703,1722,995415
796,"6,1",117,243,31788
797,"5,6",240,644,63363
798,"6,6",123,247,35565
799,"6,9",110,281,57100
800,"4,8",100,282,14596
801,"6,2",189,126,41288
802,"6,0",212,457,107028
803,"4,9",127,109,31640
804,"5,6",196,411,44966
805,"6,1",115,195,35599
806,"6,1",161,110,60232
807,"4,8",223,290,53864
808,"5,5",181,188,47320
809,"3,8",140,368,38398
810,"6,5",54,156,22570
811,"6,0",14,9,1212
812,"6,7",81,183,18209
813,"8,1",579,1058,479047
814,"4,9",56,88,16260
815,"7,3",490,916,325264
816,"6,4",218,154,47968
817,"6,6",20,94,24420
818,"6,7",142,263,82819
819,"3,6",57,85,15517
820,"5,7",84,171,92106
821,"6,0",186,120,27664
822,"4,9",53,143,27019
823,"4,7",133,121,29523
824,"6,3",246,281,159931
825,"5,9",253,410,131447
826,"5,9",144,273,28807
827,"7,0",46,238,80025
828,"7,5",117,431,259519
829,"5,6",157,198,70681
830,"6,4",60,139,78343
831,"6,3",117,147,38298
832,"4,3",287,331,87745
833,"5,9",96,220,28099
834,"6,7",26,54,26992
835,"5,5",125,225,66308
836,"6,2",117,221,53118
837,"8,8",149,1398,1251222
838,"5,2",131,146,57276
839,"7,0",150,507,260442
840,"6,6",92,216,119675
841,"7,3",169,497,126357
842,"5,6",57,99,86556
843,"6,6",171,372,244840
844,"5,4",53,103,56168
845,"6,3",153,332,162331
846,"7,9",491,527,323353
847,"6,3",247,207,127571
848,"6,0",26,92,85903
849,"7,2",292,436,229574
850,"5,1",114,242,68417
851,"7,3",82,194,81026
852,"8,0",201,611,338383
853,"6,2",231,600,126746
854,"6,0",55,95,36587
855,"6,7",110,322,94407
856,"8,1",354,2105,735784
857,"6,4",140,358,56874
858,"8,4",77,181,63982
859,"8,0",304,935,512749
860,"6,3",45,149,75365
861,"6,4",49,173,78974
862,"6,6",146,293,96690
863,"6,4",60,144,40858
864,"6,0",189,108,67191
865,"6,6",206,279,88049
866,"5,9",118,73,18042
867,"6,4",210,776,207686
868,"6,3",76,194,29205
869,"7,3",149,572,145422
870,"6,8",62,155,46239
871,"7,2",224,174,49207
872,"5,7",265,207,104066
873,"6,0",135,321,35830
874,"6,5",100,232,27191
875,"5,8",123,154,44453
876,"5,8",164,119,67005
877,"6,7",238,101,36877
878,"7,8",264,387,199056
879,"5,6",47,95,40346
880,"5,8",50,89,38533
881,"7,4",153,2047,96654
882,"6,9",202,216,54787
883,"5,5",178,532,110614
884,"6,3",84,497,13215
885,"4,7",44,84,8983
886,"5,6",93,39,10417
887,"6,4",277,110,24285
888,"4,2",76,229,11148
889,"6,4",197,222,61680
890,"7,7",186,239,62607
891,"7,7",103,207,67822
892,"5,3",66,142,19706
893,"6,7",224,559,158267
894,"7,7",202,599,232710
895,"5,7",279,131,39247
896,"7,6",110,545,267980
897,"6,4",190,495,58658
898,"5,6",136,195,68417
899,"6,8",121,269,76331
900,"2,4",131,418,41620
901,"6,2",127,178,20740
902,"5,9",160,301,58416
903,"7,1",78,191,86347
904,"7,6",209,2319,224013
905,"5,5",98,190,21283
906,"7,0",391,289,115216
907,"7,1",279,415,101221
908,"7,4",216,429,217480
909,"7,6",250,532,155496
910,"5,9",78,207,6082
911,"5,9",106,63,18310
912,"8,0",194,667,525801
913,"7,4",558,640,216032
914,"5,8",183,483,102167
915,"6,3",238,611,145974
916,"5,7",186,211,95437
917,"5,1",144,612,66382
918,"7,6",156,1448,138941
919,"6,4",215,149,136680
920,"7,4",140,549,100743
921,"8,2",133,533,333542
922,"6,5",203,211,97775
923,"5,5",127,180,42324
924,"6,5",155,481,185878
925,"5,6",98,155,21396
926,"4,9",71,110,15740
927,"4,6",299,919,220758
928,"7,9",212,945,467113
929,"7,1",413,407,200035
930,"6,9",67,322,145257
931,"7,3",109,318,189923
932,"7,0",457,623,471644
933,"7,7",156,470,224671
934,"6,7",55,375,80580
935,"6,3",272,346,131227
936,"5,8",117,309,110432
937,"7,1",539,849,287822
938,"7,3",169,498,135246
939,"6,4",140,357,156717
940,"7,1",330,322,258186
941,"7,6",120,406,239752
942,"6,8",190,243,271691
943,"6,6",177,110,33354
944,"6,7",65,252,46482
945,"6,1",145,130,54010
946,"6,0",321,779,101178
947,"7,6",230,646,273108
948,"7,1",143,394,111368
949,"5,0",55,147,34471
950,"7,1",257,199,111003
951,"6,2",279,791,186879
952,"5,6",143,242,58412
953,"5,4",196,560,71153
954,"7,4",310,292,375456
955,"5,0",116,232,58961
956,"5,2",105,209,27548
957,"7,6",419,312,283563
958,"6,6",64,130,91176
959,"7,0",359,384,200647
960,"5,7",166,110,43328
961,"8,2",525,2042,791783
962,"6,2",165,192,81444
963,"7,9",2,9,1824
964,"6,6",87,118,12845
965,"4,7",117,168,36431
966,"6,3",113,248,40362
967,"6,1",349,304,159868
968,"6,7",152,533,63067
969,"6,1",288,329,195043
970,"7,0",358,625,109188
971,"7,4",204,219,47764
972,"7,3",156,102,45580
973,"5,8",171,306,50170
974,"6,7",76,142,39529
975,"5,8",97,142,60326
976,"7,8",157,506,261069
977,"6,6",267,1740,172792
978,"6,5",118,261,48322
979,"6,7",291,181,172112
980,"7,3",68,279,107227
981,"5,8",228,210,54101
982,"5,5",36,114,60293
983,"6,3",105,148,68428
984,"7,4",276,275,136973
985,"5,9",93,156,46451
986,"6,2",191,672,151580
