Actor,Soma de Facebook_likes,id_title
Anna Kendrick,10000,946
Anna Kendrick,10000,1371
Anna Kendrick,10000,1379
Anna Kendrick,10000,1613
Anna Kendrick,10000,1735
Anna Kendrick,10000,2263
Anna Kendrick,10000,2508
Anna Kendrick,10000,2639
Anna Kendrick,10000,3369
Anna Kendrick,10000,4309
Anna Kendrick,10000,4746
Anna Kendrick,10000,4980
Anna Madeley,49,2713
Anna Nakagawa,13,5030
Anna Silk,857,2728
Anna Vareschi,0,3220
Annabella Sciorra,448,486
Annabella Sciorra,448,1706
Annabella Sciorra,448,2064
Annabella Sciorra,448,4719
Annabelle Wallis,421,3555
Annabelle Wallis,421,4398
Annabeth Gish,489,1188
Annabeth Gish,489,2582
Anna-Louise Plowman,131,962
Anne Archer,249,1273
Anne Archer,249,1309
Anne Archer,249,2764
Anne Archer,249,4864
Anne Bancroft,754,727
Anne Bancroft,754,1317
Anne Bancroft,754,1351
Anne Bancroft,754,1738
Anne Bancroft,754,3002
Anne Bancroft,754,3714
Anne Hathaway,11000,34
Anne Hathaway,11000,97
Anne Hathaway,11000,107
Anne Hathaway,11000,385
Anne Hathaway,11000,451
Anne Hathaway,11000,659
Anne Hathaway,11000,916
Anne Hathaway,11000,1079
Anne Hathaway,11000,1210
Anne Hathaway,11000,1409
Anne Hathaway,11000,1468
Anne Hathaway,11000,1599
Anne Hathaway,11000,1625
Anne Hathaway,11000,1689
Anne Hathaway,11000,2480
Anne Hathaway,11000,2537
Anne Hathaway,11000,2690
Anne Hathaway,11000,2820
Anne Hathaway,11000,2968
Anne Hathaway,11000,3206
Anne Hathaway,11000,3509
Anne Hathaway,11000,3654
Anne Hathaway,11000,4129
Anne Hathaway,11000,4289
Anne Heche,643,387
Anne Heche,643,472
Anne Heche,643,1143
Anne Heche,644,1380
Anne Heche,646,1437
Anne Heche,681,2316
Anne Heche,681,2489
Anne Heche,689,3561
Anne Heche,695,4565
Anne Meara,837,1633
Anne Meara,837,2956
Anne Parillaud,130,1423
Anneliese van der Pol,354,2204
Annelyse Ahmad,3,4884
Anne-Marie Duff,231,2123
Anne-Marie Duff,231,2449
Anne-Marie Duff,231,4358
Annet Mahendru,411,183
Annette Badland,497,3620
Annette Badland,497,4303
Annie Golden,113,2895
Annie Parisse,341,301
Annie Parisse,341,2444
Ann-Margret,931,914
Ann-Margret,931,1432
Ann-Margret,931,4146
Anslem Richardson,59,4625
Anthony Burrell,8,2947
Anthony Chau-Sang Wong,96,1181
Anthony Chau-Sang Wong,96,3863
Anthony 'Citric' Campos,586,4215
Anthony Daniels,441,2052
Anthony Edwards,495,435
Anthony Edwards,495,3238
Anthony Edwards,495,4345
Anthony Heald,173,1258
Anthony Heald,173,2159
Anthony Hopkins,12000,114
Anthony Hopkins,12000,128
Anthony Hopkins,12000,131
Anthony Hopkins,12000,137
Anthony Hopkins,12000,154
Anthony Hopkins,12000,194
Anthony Hopkins,12000,421
Anthony Hopkins,12000,447
Anthony Hopkins,12000,491
Anthony Hopkins,12000,513
Anthony Hopkins,12000,614
Anthony Hopkins,12000,662
Anthony Hopkins,12000,874
Anthony Hopkins,12000,901
Anthony Hopkins,12000,1126
Anthony Hopkins,12000,1204
Anthony Hopkins,12000,1249
Anthony Hopkins,12000,1393
Anthony Hopkins,12000,1580
Anthony Hopkins,12000,1612
Anthony Hopkins,12000,1994
Anthony Hopkins,12000,2097
Anthony Hopkins,12000,2159
Anthony Hopkins,12000,2376
Anthony Hopkins,12000,2667
Anthony Hopkins,12000,2726
Anthony Hopkins,12000,2800
Anthony Hopkins,12000,3091
Anthony Hopkins,12000,3397
Anthony Hopkins,12000,3714
Anthony Johnson,78,3998
Anthony L. Fernandez,640,4147
Anthony LaPaglia,577,313
Anthony LaPaglia,577,1081
Anthony LaPaglia,576,2464
Anthony LaPaglia,576,3195
Anthony Powell,9,4591
Anthony Reynolds,575,440
Anthony Reynolds,575,4391
Anthony Simcoe,82,1373
Anthony Zerbe,275,1167
Anthony Zerbe,275,3067
Anthony Zerbe,275,3131
Antoni Corone,97,1781
Antoni Corone,97,3626
Antonia Thomas,381,3085
Antonio Arrué,2,4506
Antonio de la Torre,82,3269
Antonio Sabato Jr.,459,2854
Antony Starr,506,1626
Antony Starr,506,1994
Anupam Kher,397,3504
Anupam Kher,397,3511
Anupam Kher,397,3663
Anupam Kher,397,3686
Anupam Kher,397,4206
Anupam Kher,397,4480
Anushka Shetty,133,1330
Anwar Congo,3,4586
April Winchell,183,189
April Winchell,183,3011
April Winchell,183,4753
Ara Celi,158,2607
Aramis Knight,430,269
Arben Bajraktaraj,121,2759
Arcelia Ramírez,69,3944
Archie Kao,326,626
Archie Panjabi,884,252
Archie Panjabi,883,1499
Archie Panjabi,883,1866
