id_title,movie_title,language,title_year,color,content_rating,country,Soma de budget,Soma de gross,Soma de duration
96,Guardians of the Galaxy ,English,2014,Color,PG-13,USA,170000000,333130696,121
97,Interstellar ,English,2014,Color,PG-13,USA,165000000,187991439,169
98,Inception ,English,2010,Color,PG-13,USA,160000000,292568851,148
99,Godzilla Resurgence ,Japanese,2016,Color,"",Japan,,,120
100,The Hobbit: An Unexpected Journey ,English,2012,Color,PG-13,USA,180000000,303001229,182
101,The Fast and the Furious ,English,2001,Color,PG-13,USA,38000000,144512310,106
102,The Curious Case of Benjamin Button ,English,2008,Color,PG-13,USA,150000000,127490802,166
103,X-Men: First Class ,English,2011,Color,PG-13,USA,160000000,146405371,132
104,The Hunger Games: Mockingjay - Part 2 ,English,2015,Color,PG-13,USA,160000000,281666058,137
105,The Sorcerer's Apprentice ,English,2010,Color,PG,USA,150000000,63143812,109
106,Poseidon ,English,2006,Color,PG-13,USA,160000000,60655503,98
107,Alice Through the Looking Glass ,English,2016,Color,PG,USA,170000000,76846624,113
108,Shrek the Third ,English,2007,Color,PG,USA,160000000,320706665,93
109,Warcraft ,English,2016,Color,PG-13,USA,160000000,46978995,123
110,Terminator Genisys ,English,2015,Color,PG-13,USA,155000000,89732035,126
111,The Chronicles of Narnia: The Voyage of the Dawn Treader ,English,2010,Color,PG,USA,155000000,104383624,113
112,Pearl Harbor ,English,2001, Black and White,PG-13,USA,140000000,198539855,184
113,Transformers ,English,2007,Color,PG-13,USA,150000000,318759914,144
114,Alexander ,English,2004,Color,R,Germany,155000000,34293771,206
115,Harry Potter and the Order of the Phoenix ,English,2007,Color,PG-13,UK,150000000,292000866,138
116,Harry Potter and the Goblet of Fire ,English,2005,Color,PG-13,UK,150000000,289994397,157
117,Hancock ,English,2008,Color,PG-13,USA,150000000,227946274,102
118,I Am Legend ,English,2007,Color,PG-13,USA,150000000,256386216,104
119,Charlie and the Chocolate Factory ,English,2005,Color,PG,USA,150000000,206456431,115
120,Ratatouille ,English,2007,Color,G,USA,150000000,206435493,111
121,Batman Begins ,English,2005,Color,PG-13,USA,150000000,205343774,128
122,Madagascar: Escape 2 Africa ,English,2008,Color,PG,USA,150000000,179982968,89
123,Night at the Museum: Battle of the Smithsonian ,English,2009,Color,PG,USA,150000000,177243721,105
124,X-Men Origins: Wolverine ,English,2009,Color,PG-13,USA,150000000,179883016,119
125,The Matrix Revolutions ,English,2003,Color,R,Australia,150000000,139259759,129
126,Frozen ,English,2013,Color,PG,USA,150000000,400736600,102
127,The Matrix Reloaded ,English,2003,Color,R,USA,150000000,281492479,138
128,Thor: The Dark World ,English,2013,Color,PG-13,USA,170000000,206360018,112
129,Mad Max: Fury Road ,English,2015,Color,R,Australia,150000000,153629485,120
130,Angels & Demons ,English,2009,Color,PG-13,USA,150000000,133375846,146
131,Thor ,English,2011,Color,PG-13,USA,150000000,181015141,115
132,Bolt ,English,2008,Color,PG,USA,150000000,114053579,96
133,G-Force ,English,2009,Color,PG,USA,150000000,119420252,88
134,Wrath of the Titans ,English,2012,Color,PG-13,USA,150000000,83640426,99
135,Dark Shadows ,English,2012,Color,PG-13,USA,100000000,79711678,113
136,Mission: Impossible - Rogue Nation ,English,2015,Color,PG-13,China,150000000,195000874,131
137,The Wolfman ,English,2010,Color,R,USA,150000000,61937495,119
138,The Legend of Tarzan ,English,2016,Color,PG-13,USA,180000000,124051759,110
139,Bee Movie ,English,2007,Color,PG,USA,150000000,126597121,91
140,Kung Fu Panda 2 ,English,2011,Color,PG,USA,150000000,165230261,90
141,The Last Airbender ,English,2010,Color,PG,USA,150000000,131564731,103
142,Mission: Impossible III ,English,2006,Color,PG-13,USA,150000000,133382309,124
143,White House Down ,English,2013,Color,PG-13,USA,150000000,73103784,131
144,Mars Needs Moms ,English,2011,Color,PG,USA,150000000,21379315,88
145,Flushed Away ,English,2006,Color,PG,UK,149000000,64459316,85
146,Pan ,English,2015,Color,PG,USA,150000000,34964818,111
147,Mr. Peabody & Sherman ,English,2014,Color,PG,USA,145000000,111505642,92
148,Troy ,English,2004,Color,R,USA,175000000,133228348,196
149,Madagascar 3: Europe's Most Wanted ,English,2012,Color,PG,USA,145000000,216366733,93
150,Die Another Day ,English,2002, Black and White,PG-13,UK,142000000,160201106,133
151,Ghostbusters ,English,2016,Color,PG-13,USA,144000000,118099659,116
152,Armageddon ,English,1998,Color,PG-13,USA,140000000,201573391,153
153,Men in Black II ,English,2002,Color,PG-13,USA,140000000,190418803,88
154,Beowulf ,English,2007,Color,PG-13,USA,150000000,82161969,115
155,Kung Fu Panda 3 ,English,2016,Color,PG,USA,145000000,143523463,95
156,Mission: Impossible - Ghost Protocol ,English,2011,Color,PG-13,USA,145000000,209364921,133
157,Rise of the Guardians ,English,2012,Color,PG,USA,145000000,103400692,97
158,Fun with Dick and Jane ,English,2005,Color,PG-13,USA,100000000,110332737,90
159,The Last Samurai ,English,2003,Color,R,USA,140000000,111110575,154
160,Exodus: Gods and Kings ,English,2014,Color,PG-13,UK,140000000,65007045,150
161,Star Trek ,English,2009,Color,PG-13,USA,150000000,257704099,127
162,Spider-Man ,English,2002,Color,PG-13,USA,139000000,403706375,121
163,How to Train Your Dragon 2 ,English,2014,Color,PG,USA,145000000,176997107,102
164,Gods of Egypt ,English,2016,Color,PG-13,USA,140000000,31141074,126
165,Stealth ,English,2005,Color,PG-13,USA,135000000,31704416,121
166,Watchmen ,English,2009,Color,R,USA,130000000,107503316,215
167,Lethal Weapon 4 ,English,1998,Color,R,USA,140000000,129734803,127
168,Hulk ,English,2003,Color,PG-13,USA,137000000,132122995,138
169,G.I. Joe: Retaliation ,English,2013,Color,PG-13,USA,130000000,122512052,122
170,Sahara ,English,2005,Color,PG-13,UK,130000000,68642452,124
171,Final Fantasy: The Spirits Within ,English,2001,Color,PG-13,USA,137000000,32131830,106
172,Captain America: The First Avenger ,English,2011,Color,PG-13,USA,140000000,176636816,124
173,The World Is Not Enough ,English,1999,Color,PG-13,UK,135000000,126930660,128
174,Master and Commander: The Far Side of the World ,English,2003,Color,PG-13,USA,150000000,93926386,138
175,The Twilight Saga: Breaking Dawn - Part 2 ,English,2012,Color,PG-13,USA,120000000,292298923,115
176,Happy Feet 2 ,English,2011,Color,PG,Australia,135000000,63992328,100
177,The Incredible Hulk ,English,2008,Color,PG-13,USA,150000000,134518390,135
178,Miami Vice ,English,,Color,TV-14,USA,1500000,,60
179,The BFG ,English,2016,Color,PG,UK,140000000,52792307,117
180,The Revenant ,English,2015,Color,R,USA,135000000,183635922,156
181,Turbo ,English,2013,Color,PG,USA,135000000,83024900,96
182,Rango ,English,2011,Color,PG,USA,135000000,123207194,107
183,Penguins of Madagascar ,English,2014,Color,PG,USA,132000000,83348920,92
184,The Bourne Ultimatum ,English,2007,Color,PG-13,USA,110000000,227137090,115
185,Kung Fu Panda ,English,2008,Color,PG,USA,130000000,215395021,92
186,Ant-Man ,English,2015,Color,PG-13,USA,130000000,180191634,117
187,The Hunger Games: Catching Fire ,English,2013,Color,PG-13,USA,130000000,424645577,146
188,The Twilight Saga: Breaking Dawn - Part 2 ,English,2012,Color,PG-13,USA,120000000,292298923,115
189,Home ,English,2015,Color,PG,USA,135000000,177343675,94
190,War of the Worlds ,English,2005,Color,PG-13,USA,132000000,234277056,116
191,Bad Boys II ,English,2003,Color,R,USA,130000000,138396624,147
192,Puss in Boots ,English,2011,Color,PG,USA,130000000,149234747,90
193,Salt ,English,2010,Color,PG-13,USA,110000000,118311368,101
194,Noah ,English,2014,Color,PG-13,USA,125000000,101160529,138
195,The Adventures of Tintin ,English,2011,Color,PG,USA,135000000,77564037,107
196,Harry Potter and the Prisoner of Azkaban ,English,2004,Color,PG,UK,130000000,249358727,142
197,Australia ,English,2008,Color,PG-13,Australia,130000000,49551662,165
198,After Earth ,English,2013,Color,PG-13,USA,130000000,60522097,100
199,Dinosaur ,English,2000,Color,PG,USA,127500000,137748063,82
201,Night at the Museum: Secret of the Tomb ,English,2014,Color,PG,USA,127000000,113733726,98
202,Megamind ,English,2010,Color,PG,USA,130000000,148337537,95
203,Harry Potter and the Sorcerer's Stone ,English,2001,Color,PG,UK,125000000,317557891,159
204,R.I.P.D. ,English,2013,Color,PG-13,USA,130000000,33592415,96
205,Godzilla Resurgence ,Japanese,2016,Color,"",Japan,,,120
206,Pirates of the Caribbean: The Curse of the Black Pearl ,English,2003,Color,PG-13,USA,140000000,305388685,143
208,The Hunger Games: Mockingjay - Part 1 ,English,2014,Color,PG-13,USA,125000000,337103873,123
209,The Da Vinci Code ,English,2006,Color,PG-13,USA,125000000,217536138,174
210,Rio 2 ,English,2014,Color,G,USA,103000000,131536019,101
211,X-Men 2 ,English,2003,Color,PG-13,Canada,110000000,214948780,134
212,Fast Five ,English,2011,Color,PG-13,USA,125000000,209805005,132
213,Sherlock Holmes: A Game of Shadows ,English,2011,Color,PG-13,USA,125000000,186830669,129
214,Clash of the Titans ,English,2010,Color,PG-13,USA,125000000,163192114,106
215,Total Recall ,English,1990,Color,R,USA,65000000,119412921,113
216,The 13th Warrior ,English,1999,Color,R,USA,85000000,32694788,102
217,The Bourne Legacy ,English,2012,Color,PG-13,USA,125000000,113165635,135
218,Batman & Robin ,English,1997,Color,PG-13,USA,125000000,107285004,125
219,How the Grinch Stole Christmas ,English,2000,Color,PG,USA,123000000,260031035,110
220,The Day After Tomorrow ,English,2004,Color,PG-13,USA,125000000,186739919,124
221,Mission: Impossible II ,English,2000,Color,PG-13,USA,125000000,215397307,123
222,The Perfect Storm ,English,2000,Color,PG-13,USA,140000000,182618434,130
223,Fantastic 4: Rise of the Silver Surfer ,English,2007,Color,PG,USA,130000000,131920333,92
224,Life of Pi ,English,2012,Color,PG,USA,120000000,124976634,127
225,Ghost Rider ,English,2007,Color,PG-13,USA,110000000,115802596,123
226,Jason Bourne ,English,2016,Color,PG-13,UK,120000000,108521835,123
227,Charlie's Angels: Full Throttle ,English,2003,Color,PG-13,USA,120000000,100685880,107
228,Prometheus ,English,2012,Color,R,USA,130000000,126464904,124
229,Stuart Little 2 ,English,2002,Color,PG,USA,120000000,64736114,77
230,Elysium ,English,2013,Color,R,USA,115000000,93050117,109
231,The Chronicles of Riddick ,English,2004,Color,PG-13,USA,105000000,57637485,134
232,RoboCop ,English,2014,Color,PG-13,USA,100000000,58607007,117
233,Speed Racer ,English,2008,Color,PG,USA,120000000,43929341,135
234,How Do You Know ,English,2010,Color,PG-13,USA,120000000,30212620,121
235,Knight and Day ,English,2010,Color,PG-13,USA,117000000,76418654,117
236,Oblivion ,English,2013,Color,PG-13,USA,120000000,89021735,124
237,Star Wars: Episode III - Revenge of the Sith ,English,2005,Color,PG-13,USA,113000000,380262555,140
238,Star Wars: Episode II - Attack of the Clones ,English,2002,Color,PG,USA,115000000,310675583,142
239,"Monsters, Inc. ",English,2001,Color,G,USA,115000000,289907418,92
240,The Wolverine ,English,2013,Color,PG-13,USA,120000000,132550960,138
241,Star Wars: Episode I - The Phantom Menace ,English,1999,Color,PG,USA,115000000,474544677,136
242,The Croods ,English,2013,Color,PG,USA,135000000,187165546,98
243,Asterix at the Olympic Games ,French,2008,Color,"",France,78000000,,116
244,Windtalkers ,English,2002,Color,R,USA,115000000,40911830,153
245,The Huntsman: Winter's War ,English,2016,Color,PG-13,USA,115000000,47952020,120
246,Teenage Mutant Ninja Turtles ,English,2014,Color,PG-13,USA,125000000,190871240,101
247,Gravity ,English,2013,Color,PG-13,UK,100000000,274084951,91
248,Dante's Peak ,English,1997,Color,PG-13,USA,116000000,67155742,108
249,Teenage Mutant Ninja Turtles: Out of the Shadows ,English,2016,Color,PG-13,USA,135000000,81638674,112
250,Fantastic Four ,English,2015,Color,PG-13,USA,120000000,56114221,100
251,Night at the Museum ,English,2006,Color,PG,USA,110000000,250863268,108
252,San Andreas ,English,2015,Color,PG-13,USA,110000000,155181732,114
253,Tomorrow Never Dies ,English,1997,Color,PG-13,UK,110000000,125332007,119
254,The Patriot ,English,2000,Color,R,USA,110000000,113330342,142
255,Ocean's Twelve ,English,2004,Color,PG-13,USA,110000000,125531634,125
256,Mr. & Mrs. Smith ,English,2005,Color,PG-13,USA,120000000,186336103,126
257,Insurgent ,English,2015,Color,PG-13,USA,110000000,129995817,119
258,The Aviator ,English,2004, Black and White,PG-13,USA,110000000,102608827,170
259,Gulliver's Travels ,English,2010,Color,PG,USA,112000000,42776259,85
260,The Green Hornet ,English,2011,Color,PG-13,USA,120000000,98780042,119
261,The A-Team ,English,,Color,TV-PG,USA,,,60
262,300: Rise of an Empire ,English,2014,Color,R,USA,110000000,106369117,102
263,The Smurfs ,English,2011,Color,PG,USA,110000000,142614158,103
264,Home on the Range ,English,2004,Color,PG,USA,110000000,50026353,76
265,Allegiant ,English,2016,Color,PG-13,USA,110000000,66002193,120
266,Real Steel ,English,2011,Color,PG-13,USA,110000000,85463309,127
267,The Smurfs 2 ,English,2013,Color,PG,USA,105000000,71017784,105
268,Speed 2: Cruise Control ,English,1997,Color,PG-13,USA,160000000,48068396,121
269,Ender's Game ,English,2013,Color,PG-13,USA,110000000,61656849,114
270,Live Free or Die Hard ,English,2007,Color,PG-13,USA,110000000,134520804,129
271,The Lord of the Rings: The Fellowship of the Ring ,English,2001,Color,PG-13,New Zealand,93000000,313837577,171
272,Around the World in 80 Days ,English,2004,Color,PG,USA,110000000,24004159,120
273,Ali ,English,2001, Black and White,R,USA,107000000,58183966,165
274,The Cat in the Hat ,English,2003,Color,PG,USA,109000000,100446895,82
275,"I, Robot ",English,2004,Color,PG-13,USA,120000000,144795350,115
276,Kingdom of Heaven ,English,2005,Color,R,USA,130000000,47396698,194
277,Stuart Little ,English,1999,Color,PG,Germany,133000000,140015224,84
278,The Princess and the Frog ,English,2009,Color,G,USA,105000000,104374107,97
279,The Martian ,English,2015,Color,PG-13,USA,108000000,228430993,151
280,"10,000 B.C. ","",,"","","",,,22
281,The Island ,English,2005,Color,PG-13,USA,126000000,35799026,136
282,Town & Country ,English,2001,Color,R,New Line,90000000,6712451,104
283,Gone in Sixty Seconds ,English,2000,Color,PG-13,USA,90000000,101643008,127
284,Gladiator ,English,2000,Color,R,USA,103000000,187670866,171
285,Minority Report ,English,2002,Color,PG-13,USA,102000000,132014112,145
286,Harry Potter and the Chamber of Secrets ,English,2002,Color,PG,UK,100000000,261970615,174
287,Casino Royale ,English,2006, Black and White,PG-13,UK,150000000,167007184,144
288,Planet of the Apes ,English,2001,Color,PG-13,USA,100000000,180011740,119
289,Terminator 2: Judgment Day ,English,1991,Color,R,USA,102000000,204843350,153
290,Public Enemies ,English,2009,Color,R,USA,100000000,97030725,140
291,American Gangster ,English,2007,Color,R,USA,100000000,130127620,176
292,True Lies ,English,1994,Color,R,USA,115000000,146282411,141
293,The Taking of Pelham 1 2 3 ,English,2009,Color,R,USA,100000000,65452312,106
294,Little Fockers ,English,2010,Color,PG-13,USA,100000000,148383780,98
295,The Other Guys ,English,2010,Color,PG-13,USA,100000000,119219978,116
296,Eraser ,English,1996,Color,R,USA,100000000,101228120,115
297,Django Unchained ,English,2012,Color,R,USA,100000000,162804648,165
298,The Hunchback of Notre Dame ,English,1996,Color,G,USA,100000000,100117603,91
299,The Emperor's New Groove ,English,2000,Color,G,USA,100000000,89296573,78
300,The Expendables 2 ,English,2012,Color,R,USA,92000000,85017401,103
301,National Treasure ,English,2004,Color,PG,USA,100000000,173005002,131
302,Eragon ,English,2006, Black and White,PG,USA,100000000,75030163,104
303,Where the Wild Things Are ,English,2009,Color,PG,Germany,100000000,77222184,101
304,Pan ,English,2015,Color,PG,USA,150000000,34964818,111
305,Epic ,English,2013,Color,PG,USA,100000000,107515297,102
306,The Tourist ,English,2010,Color,PG-13,USA,100000000,67631157,103
307,End of Days ,English,1999,Color,R,USA,83000000,66862068,121
308,Blood Diamond ,English,2006,Color,R,Germany,100000000,57366262,143
309,The Wolf of Wall Street ,English,2013,Color,R,USA,100000000,116866727,240
310,Batman Forever ,English,1995,Color,PG-13,USA,100000000,184031112,121
311,Starship Troopers ,English,1997,Color,R,USA,105000000,54700065,129
312,Cloud Atlas ,English,2012,Color,R,Germany,102000000,27098580,172
313,Legend of the Guardians: The Owls of Ga'Hoole ,English,2010,Color,PG,USA,80000000,55673333,101
314,Catwoman ,English,2004,Color,PG-13,USA,100000000,40198710,87
315,Hercules ,English,2014,Color,PG-13,USA,100000000,72660029,101
316,Treasure Planet ,English,2002,Color,PG,USA,140000000,38120554,95
317,Land of the Lost ,English,2009,Color,PG-13,USA,100000000,49392095,102
318,The Expendables 3 ,English,2014,Color,PG-13,USA,90000000,39292022,131
319,Point Break ,English,2015,Color,PG-13,USA,105000000,28772222,114
320,Son of the Mask ,English,2005,Color,PG,USA,84000000,17010646,94
321,In the Heart of the Sea ,English,2015,Color,PG-13,USA,100000000,24985612,122
322,The Adventures of Pluto Nash ,English,2002,Color,PG-13,USA,100000000,4411102,95
323,Green Zone ,English,2010,Color,R,France,100000000,35024475,115
324,The Peanuts Movie ,English,2015,Color,G,USA,99000000,130174897,88
325,The Spanish Prisoner ,English,1997,Color,PG,USA,10000000,10200000,110
326,The Mummy Returns ,English,2001,Color,PG-13,USA,98000000,202007640,130
327,Gangs of New York ,English,2002,Color,R,USA,100000000,77679638,216
328,The Flowers of War ,Mandarin,2011,Color,R,China,94000000,9213,146
329,Surf's Up ,English,2007,Color,PG,USA,100000000,58867694,85
330,The Stepford Wives ,English,2004,Color,PG-13,USA,90000000,59475623,93
331,Black Hawk Down ,English,2001,Color,R,USA,92000000,108638745,152
332,The Campaign ,English,2012,Color,R,USA,95000000,86897182,85
333,The Fifth Element ,English,1997,Color,PG-13,France,93000000,63540020,126
334,Sex and the City 2 ,English,2010,Color,R,USA,100000000,95328937,146
335,The Road to El Dorado ,English,2000,Color,PG,USA,95000000,50802661,89
336,Ice Age: Continental Drift ,English,2012,Color,PG,USA,95000000,161317423,88
337,Cinderella ,English,2015,Color,PG,USA,95000000,201148159,105
338,The Lovely Bones ,English,2009,Color,PG-13,USA,65000000,43982842,135
339,Finding Nemo ,English,2003,Color,G,USA,94000000,380838870,100
340,The Lord of the Rings: The Return of the King ,English,2003,Color,PG-13,USA,94000000,377019252,192
341,The Lord of the Rings: The Two Towers ,English,2002,Color,PG-13,USA,94000000,340478898,172
342,Seventh Son ,English,2014,Color,PG-13,USA,95000000,17176900,102
343,Lara Croft: Tomb Raider ,English,2001,Color,PG-13,USA,115000000,131144183,100
344,Transcendence ,English,2014,Color,PG-13,UK,100000000,23014504,119
345,Jurassic Park III ,English,2001,Color,PG-13,USA,93000000,181166115,92
346,Rise of the Planet of the Apes ,English,2011,Color,PG-13,USA,93000000,176740650,105
347,The Spiderwick Chronicles ,English,2008,Color,PG,USA,90000000,71148699,107
348,A Good Day to Die Hard ,English,2013,Color,R,USA,92000000,67344392,101
349,The Alamo ,English,2004,Color,PG-13,USA,107000000,22406362,137
350,The Incredibles ,English,2004,Color,PG,USA,92000000,261437578,115
351,Cutthroat Island ,English,1995,Color,PG-13,USA,98000000,11000000,124
352,Percy Jackson & the Olympians: The Lightning Thief ,English,2010,Color,PG,UK,95000000,88761720,118
353,Men in Black ,English,1997,Color,PG-13,USA,90000000,250147615,98
354,Toy Story 2 ,English,1999,Color,G,USA,90000000,245823397,82
355,Unstoppable ,English,2010,Color,PG-13,USA,100000000,81557479,98
356,Rush Hour 2 ,English,2001,Color,PG-13,USA,90000000,226138454,90
357,What Lies Beneath ,English,2000,Color,PG-13,USA,100000000,155370362,130
358,Cloudy with a Chance of Meatballs ,English,2009,Color,PG,USA,100000000,124870275,90
359,Ice Age: Dawn of the Dinosaurs ,English,2009,Color,PG,USA,90000000,196573705,94
360,The Secret Life of Walter Mitty ,English,2013,Color,PG,USA,90000000,58229120,114
361,Charlie's Angels ,English,2000,Color,PG-13,USA,92000000,125305545,94
362,The Departed ,English,2006,Color,R,USA,90000000,132373442,151
363,Mulan ,English,1998,Color,G,USA,90000000,120618403,88
364,Tropic Thunder ,English,2008,Color,R,USA,92000000,110416702,121
365,The Girl with the Dragon Tattoo ,English,2011,Color,R,USA,90000000,102515793,158
366,Die Hard with a Vengeance ,English,1995,Color,R,USA,90000000,100012500,128
367,Sherlock Holmes ,English,2009,Color,PG-13,USA,90000000,209019489,128
368,Ben-Hur ,English,2016,Color,PG-13,USA,,,141
369,Atlantis: The Lost Empire ,English,2001,Color,PG,USA,120000000,84037039,95
